IDMascota,Timestamp,Raza,Edad,HR (bpm),Actividad (steps),GPS_Lat,GPS_Lon,Temperatura,Emoción
2974,2025-06-13 15:34:00,Siberiano,4,138,60,9.6,-106.31,20.1ºC,Ansiedad
2975,2025-06-13 15:35:00,Scottish Fold,13,132,93,-45.86,99.44,25.8ºC,Tristeza
2976,2025-06-13 15:36:00,Yorkshire Terrier,18,106,126,-26.32,-80.72,28.2ºC,Ansiedad
2977,2025-06-13 15:37:00,Border Collie,13,140,167,24.94,-0.26,21.8ºC,Confusión
2978,2025-06-13 15:38:00,Maine Coon,19,162,165,16.16,-67.68,24.9ºC,Tristeza
2979,2025-06-13 15:39:00,Birmano,17,111,116,-65.38,151.75,26.8ºC,Enfadado
2980,2025-06-13 15:40:00,Yorkshire Terrier,1,77,62,62.09,13.17,22.8ºC,Relajación
2981,2025-06-13 15:41:00,Bulldog,6,138,141,-4.47,70.62,18.8ºC,Enfadado
2982,2025-06-13 15:42:00,Abyssinian,19,77,60,-60.77,-149.95,20.8ºC,Enfadado
2983,2025-06-13 15:43:00,Galgo,1,83,188,-67.89,-165.48,28.6ºC,Alerta
2984,2025-06-13 15:44:00,Collie,8,82,134,83.8,-86.68,27.9ºC,Relajación
2985,2025-06-13 15:45:00,Shih Tzu,17,71,134,-39.32,-68.71,19.0ºC,Alerta
2986,2025-06-13 15:46:00,Birmano,15,82,184,73.55,67.56,20.7ºC,Miedo
2987,2025-06-13 15:47:00,Cavalier King Charles,18,80,66,-16.09,24.89,27.2ºC,Miedo
2988,2025-06-13 15:48:00,Oriental,7,123,97,-20.53,-45.15,23.8ºC,Relajación
2989,2025-06-13 15:49:00,Somalí,16,149,191,36.17,55.48,27.1ºC,Confusión
2990,2025-06-13 15:50:00,American Shorthair,7,131,146,-88.22,-121.12,20.5ºC,Ansiedad
2991,2025-06-13 15:51:00,Siberiano,17,153,124,-29.14,-157.14,29.4ºC,Miedo
2992,2025-06-13 15:52:00,Caniche,4,93,186,-35.52,127.62,27.4ºC,Alerta
2993,2025-06-13 15:53:00,Shiba Inu,12,61,126,66.26,23.02,20.4ºC,Confusión
2994,2025-06-13 15:54:00,Doberman,13,128,177,5.24,53.67,24.7ºC,Ansiedad
2995,2025-06-13 15:55:00,Chihuahua,4,90,86,-24.38,-69.39,19.4ºC,Ansiedad
2996,2025-06-13 15:56:00,Sphynx,1,156,79,-42.11,-46.1,22.3ºC,Tristeza
2997,2025-06-13 15:57:00,Gran Danés,1,177,96,16.29,-150.35,25.9ºC,Enfadado
2998,2025-06-13 15:58:00,Whippet,7,127,184,-62.7,128.52,22.0ºC,Tristeza
2999,2025-06-13 15:59:00,Yorkshire Terrier,9,129,191,-45.68,33.28,25.9ºC,Enfadado
3000,2025-06-13 16:00:00,Border Collie,1,146,97,-37.15,-149.89,20.9ºC,Tristeza
3001,2025-06-13 16:01:00,Australian Shepherd,16,168,183,19.42,109.63,26.7ºC,Alerta
3002,2025-06-13 16:02:00,Cavalier King Charles,18,78,83,-22.81,-20.12,22.3ºC,Alerta
3003,2025-06-13 16:03:00,Doberman,15,166,150,1.04,95.44,27.5ºC,Enfadado
3004,2025-06-13 16:04:00,Cocker Spaniel,6,168,95,27.08,-175.46,19.6ºC,Miedo
3005,2025-06-13 16:05:00,Labrador,2,131,119,82.13,-169.65,22.3ºC,Ansiedad
3006,2025-06-13 16:06:00,Boston Terrier,9,162,185,47.67,-118.52,23.6ºC,Alerta
3007,2025-06-13 16:07:00,Cornish Rex,4,72,73,-17.05,-104.07,23.1ºC,Ansiedad
3008,2025-06-13 16:08:00,Bulldog,13,124,116,44.69,95.02,23.2ºC,Confusión
3009,2025-06-13 16:09:00,Pastor Alemán,11,65,53,80.94,74.41,23.3ºC,Relajación
3010,2025-06-13 16:10:00,Abyssinian,13,130,50,-0.11,41.79,29.9ºC,Ansiedad
3011,2025-06-13 16:11:00,Caniche,11,171,83,-16.11,138.55,20.3ºC,Ansiedad
3012,2025-06-13 16:12:00,Scottish Fold,19,86,158,-75.96,-91.03,27.2ºC,Confusión
3013,2025-06-13 16:13:00,Pit Bull,8,138,58,70.63,145.59,24.6ºC,Enfadado
3014,2025-06-13 16:14:00,Gran Danés,7,111,112,-45.64,147.41,23.0ºC,Tristeza
3015,2025-06-13 16:15:00,Rottweiler,16,157,59,-78.49,-23.67,25.6ºC,Tranquilo
3016,2025-06-13 16:16:00,Siamés,3,146,187,6.7,-146.02,28.2ºC,Miedo
3017,2025-06-13 16:17:00,Cornish Rex,17,107,93,62.26,81.56,23.6ºC,Enfadado
3018,2025-06-13 16:18:00,Collie,18,172,167,-16.81,-58.71,28.4ºC,Tristeza
3019,2025-06-13 16:19:00,Oriental,15,147,55,50.95,106.17,19.1ºC,Tristeza
3020,2025-06-13 16:20:00,Beagle,17,138,170,60.55,-121.07,25.8ºC,Miedo
3021,2025-06-13 16:21:00,Yorkshire Terrier,11,158,144,-8.21,14.23,22.0ºC,Enfadado
3022,2025-06-13 16:22:00,American Shorthair,5,127,160,16.37,2.91,22.6ºC,Enfadado
3023,2025-06-13 16:23:00,Shiba Inu,16,103,154,6.1,-143.89,24.9ºC,Miedo
3024,2025-06-13 16:24:00,Husky,15,160,113,79.06,-49.2,23.8ºC,Ansiedad
3025,2025-06-13 16:25:00,Setter Irlandés,10,76,189,40.59,-149.49,22.6ºC,Ansiedad
3026,2025-06-13 16:26:00,Cocker Spaniel,14,154,120,76.56,-12.69,21.7ºC,Alerta
3027,2025-06-13 16:27:00,Ragdoll,2,97,153,-50.4,123.45,25.4ºC,Alerta
3028,2025-06-13 16:28:00,Siberiano,16,69,138,-34.16,-82.73,24.1ºC,Relajación
3029,2025-06-13 16:29:00,Border Collie,19,113,55,-77.24,95.35,21.9ºC,Relajación
3030,2025-06-13 16:30:00,Galgo,8,173,159,-0.02,-113.97,20.5ºC,Tranquilo
3031,2025-06-13 16:31:00,Dachshund,15,150,161,67.31,62.54,27.3ºC,Enfadado
3032,2025-06-13 16:32:00,Dachshund,10,165,199,-31.17,149.59,27.6ºC,Alerta
3033,2025-06-13 16:33:00,Shiba Inu,5,65,176,-66.91,-63.39,20.6ºC,Enfadado
3034,2025-06-13 16:34:00,Siberiano,16,179,185,-77.68,144.15,21.1ºC,Ansiedad
3035,2025-06-13 16:35:00,Ragdoll,12,65,112,-9.45,1.95,20.9ºC,Confusión
3036,2025-06-13 16:36:00,Husky,13,111,190,-60.48,-65.95,28.6ºC,Alerta
3037,2025-06-13 16:37:00,Siberiano,9,74,195,-27.7,142.74,27.3ºC,Ansiedad
3038,2025-06-13 16:38:00,British Shorthair,17,127,67,57.6,-168.47,18.9ºC,Enfadado
3039,2025-06-13 16:39:00,Border Collie,12,116,126,-20.87,-169.91,28.0ºC,Miedo
3040,2025-06-13 16:40:00,Sphynx,5,171,191,19.78,35.94,18.4ºC,Alerta
3041,2025-06-13 16:41:00,Siamés,12,177,188,0.39,106.83,21.0ºC,Tristeza
3042,2025-06-13 16:42:00,Ragdoll,1,115,152,39.34,90.56,29.0ºC,Alerta
3043,2025-06-13 16:43:00,Bengala,16,163,166,-61.89,-151.39,28.4ºC,Enfadado
3044,2025-06-13 16:44:00,Pug,12,66,66,75.68,162.09,27.4ºC,Enfadado
3045,2025-06-13 16:45:00,Pastor Alemán,9,110,63,25.85,73.1,23.5ºC,Tranquilo
3046,2025-06-13 16:46:00,Husky,13,117,106,-41.23,161.68,21.9ºC,Enfadado
3047,2025-06-13 16:47:00,Oriental,17,172,142,-67.81,-61.52,28.6ºC,Tristeza
3048,2025-06-13 16:48:00,Shih Tzu,17,176,183,-63.05,69.82,25.9ºC,Ansiedad
3049,2025-06-13 16:49:00,Caniche,4,123,163,50.88,129.58,21.5ºC,Tristeza
3050,2025-06-13 16:50:00,Gran Danés,14,168,181,15.86,-43.03,23.6ºC,Alerta
3051,2025-06-13 16:51:00,Shih Tzu,19,170,188,-21.46,167.35,28.6ºC,Miedo
3052,2025-06-13 16:52:00,Boxer,7,85,158,-30.08,-84.6,28.8ºC,Tristeza
3053,2025-06-13 16:53:00,Dachshund,3,117,168,64.04,-66.38,25.9ºC,Tranquilo
3054,2025-06-13 16:54:00,Collie,1,90,141,67.46,151.32,26.8ºC,Confusión
3055,2025-06-13 16:55:00,Poodle,12,125,60,14.63,169.08,18.5ºC,Tristeza
3056,2025-06-13 16:56:00,Cocker Spaniel,15,151,148,4.42,-77.33,25.3ºC,Enfadado
3057,2025-06-13 16:57:00,Manx,11,165,57,56.96,-130.9,26.3ºC,Tranquilo
3058,2025-06-13 16:58:00,Poodle,10,72,163,44.88,93.26,18.2ºC,Tristeza
3059,2025-06-13 16:59:00,Cornish Rex,2,77,198,-17.94,154.68,28.1ºC,Relajación
3060,2025-06-13 17:00:00,Birmano,4,153,114,-75.11,36.26,29.1ºC,Confusión
3061,2025-06-13 17:01:00,Collie,17,178,142,48.33,48.43,20.9ºC,Ansiedad
3062,2025-06-13 17:02:00,Cornish Rex,17,134,153,-59.63,94.66,28.1ºC,Enfadado
3063,2025-06-13 17:03:00,Caniche,8,72,148,-87.05,-124.89,26.0ºC,Tranquilo
3064,2025-06-13 17:04:00,Setter Irlandés,14,174,133,61.79,170.45,25.0ºC,Tristeza
3065,2025-06-13 17:05:00,Doberman,4,83,122,14.09,-48.84,28.1ºC,Miedo
3066,2025-06-13 17:06:00,Beagle,6,116,194,70.5,46.17,21.4ºC,Confusión
3067,2025-06-13 17:07:00,Abyssinian,19,88,108,-2.77,-11.3,27.5ºC,Ansiedad
3068,2025-06-13 17:08:00,Pastor Alemán,4,115,80,76.77,-11.45,21.8ºC,Confusión
3069,2025-06-13 17:09:00,Ragdoll,3,113,113,-26.29,72.99,27.4ºC,Tranquilo
3070,2025-06-13 17:10:00,Ragdoll,6,64,97,40.41,178.08,23.4ºC,Relajación
3071,2025-06-13 17:11:00,Labrador,7,94,72,-35.82,57.26,19.4ºC,Tranquilo
3072,2025-06-13 17:12:00,Persa,14,78,104,-89.79,105.86,22.6ºC,Tranquilo
3073,2025-06-13 17:13:00,Scottish Fold,12,114,56,-21.65,-170.06,20.8ºC,Miedo
3074,2025-06-13 17:14:00,Pug,16,136,161,42.8,111.75,19.2ºC,Ansiedad
3075,2025-06-13 17:15:00,Weimaraner,8,128,155,-63.0,-72.01,19.3ºC,Miedo
3076,2025-06-13 17:16:00,Cornish Rex,2,103,147,0.86,-134.39,27.4ºC,Miedo
3077,2025-06-13 17:17:00,Whippet,13,137,61,-51.78,-139.2,28.6ºC,Ansiedad
3078,2025-06-13 17:18:00,Bull Terrier,8,97,109,-76.57,64.75,29.1ºC,Tristeza
3079,2025-06-13 17:19:00,Cocker Spaniel,16,121,101,21.14,179.14,28.2ºC,Alerta
3080,2025-06-13 17:20:00,Collie,4,81,189,81.35,59.83,28.0ºC,Tranquilo
3081,2025-06-13 17:21:00,Doberman,16,132,190,-34.07,-85.55,18.8ºC,Ansiedad
3082,2025-06-13 17:22:00,Manx,6,172,121,14.52,-106.81,27.5ºC,Miedo
3083,2025-06-13 17:23:00,Shiba Inu,4,99,174,81.65,9.34,27.4ºC,Tranquilo
3084,2025-06-13 17:24:00,Dálmata,16,85,109,27.09,-156.59,19.6ºC,Tranquilo
3085,2025-06-13 17:25:00,Yorkshire Terrier,13,168,80,31.16,-36.24,25.9ºC,Miedo
3086,2025-06-13 17:26:00,Birmano,5,64,126,-57.79,59.84,23.4ºC,Ansiedad
3087,2025-06-13 17:27:00,Caniche,15,152,125,-1.33,168.36,28.8ºC,Relajación
3088,2025-06-13 17:28:00,Husky,8,113,110,-23.93,-26.76,26.3ºC,Relajación
3089,2025-06-13 17:29:00,Yorkshire Terrier,7,145,51,-5.23,-107.92,29.4ºC,Tranquilo
3090,2025-06-13 17:30:00,Setter Irlandés,14,108,170,54.15,114.25,19.3ºC,Relajación
3091,2025-06-13 17:31:00,Dálmata,7,62,108,-7.07,87.91,18.5ºC,Tranquilo
3092,2025-06-13 17:32:00,Cavalier King Charles,7,151,89,-78.69,129.49,29.7ºC,Miedo
3093,2025-06-13 17:33:00,British Shorthair,18,97,81,73.0,-102.7,19.0ºC,Tristeza
3094,2025-06-13 17:34:00,Sphynx,10,73,87,8.07,-34.26,22.6ºC,Ansiedad
3095,2025-06-13 17:35:00,Bengala,18,106,141,76.41,173.36,25.8ºC,Tranquilo
3096,2025-06-13 17:36:00,British Shorthair,14,73,137,13.02,-123.1,28.6ºC,Relajación
3097,2025-06-13 17:37:00,Akita,10,166,190,-77.47,61.72,21.1ºC,Relajación
3098,2025-06-13 17:38:00,Bulldog,7,134,134,9.52,-94.61,18.3ºC,Confusión
3099,2025-06-13 17:39:00,Whippet,7,132,125,13.63,0.06,24.3ºC,Confusión
3100,2025-06-13 17:40:00,Australian Shepherd,7,97,177,-51.42,108.18,23.7ºC,Enfadado
3101,2025-06-13 17:41:00,Boxer,5,123,62,-5.21,-4.11,21.7ºC,Relajación
3102,2025-06-13 17:42:00,Yorkshire Terrier,1,170,88,-7.3,109.97,28.5ºC,Enfadado
3103,2025-06-13 17:43:00,Gran Danés,14,103,72,22.12,-26.52,27.0ºC,Enfadado
3104,2025-06-13 17:44:00,Poodle,18,129,159,-43.27,179.77,28.3ºC,Enfadado
3105,2025-06-13 17:45:00,Caniche,13,124,156,14.71,-23.1,19.9ºC,Tristeza
3106,2025-06-13 17:46:00,British Shorthair,8,84,141,-46.63,-126.22,26.3ºC,Alerta
3107,2025-06-13 17:47:00,Manx,8,75,191,-9.64,-35.33,29.7ºC,Tranquilo
3108,2025-06-13 17:48:00,Manx,10,175,194,-67.91,87.33,25.3ºC,Confusión
3109,2025-06-13 17:49:00,Pit Bull,17,74,73,-83.29,125.26,20.1ºC,Tranquilo
3110,2025-06-13 17:50:00,British Shorthair,6,157,83,-32.29,-14.36,29.9ºC,Confusión
3111,2025-06-13 17:51:00,Persa,15,140,161,-40.58,34.01,24.3ºC,Ansiedad
3112,2025-06-13 17:52:00,Golden Retriever,15,62,187,-16.75,124.16,28.1ºC,Ansiedad
3113,2025-06-13 17:53:00,Husky,16,126,167,83.16,112.88,19.8ºC,Relajación
3114,2025-06-13 17:54:00,Husky,8,96,198,4.0,56.78,26.0ºC,Ansiedad
3115,2025-06-13 17:55:00,Siamés,19,140,56,9.57,113.41,29.0ºC,Miedo
3116,2025-06-13 17:56:00,Weimaraner,15,114,139,79.49,27.33,24.4ºC,Ansiedad
3117,2025-06-13 17:57:00,Pug,3,172,62,75.81,-178.33,21.5ºC,Alerta
3118,2025-06-13 17:58:00,Sphynx,6,175,129,69.14,-165.14,19.5ºC,Enfadado
3119,2025-06-13 17:59:00,Dálmata,8,97,79,-72.36,172.73,21.6ºC,Tristeza
3120,2025-06-13 18:00:00,Cocker Spaniel,16,122,182,24.17,-127.8,22.3ºC,Relajación
3121,2025-06-13 18:01:00,Caniche,15,60,65,55.46,-34.37,26.5ºC,Alerta
3122,2025-06-13 18:02:00,Whippet,13,130,199,60.4,156.17,20.1ºC,Miedo
3123,2025-06-13 18:03:00,Cocker Spaniel,15,149,89,14.02,-109.79,19.3ºC,Relajación
3124,2025-06-13 18:04:00,Doberman,18,170,86,-86.85,123.76,22.6ºC,Tristeza
3125,2025-06-13 18:05:00,Galgo,13,162,127,85.27,114.58,23.5ºC,Relajación
3126,2025-06-13 18:06:00,Terranova,8,78,65,-5.0,175.08,25.5ºC,Tranquilo
3127,2025-06-13 18:07:00,Yorkshire Terrier,14,111,92,-19.15,-78.59,26.5ºC,Tranquilo
3128,2025-06-13 18:08:00,Terranova,11,177,112,-18.91,-66.48,28.7ºC,Tranquilo
3129,2025-06-13 18:09:00,Shih Tzu,6,89,64,-13.65,145.04,21.5ºC,Ansiedad
3130,2025-06-13 18:10:00,Chihuahua,1,166,186,-46.41,-95.73,24.3ºC,Tristeza
3131,2025-06-13 18:11:00,Manx,2,114,114,-31.08,17.24,22.4ºC,Alerta
3132,2025-06-13 18:12:00,Collie,13,73,93,87.36,74.64,18.0ºC,Alerta
3133,2025-06-13 18:13:00,Setter Irlandés,1,72,69,-23.73,-82.12,25.0ºC,Miedo
3134,2025-06-13 18:14:00,Oriental,4,143,168,4.81,157.83,27.8ºC,Confusión
3135,2025-06-13 18:15:00,Poodle,2,149,161,62.69,59.65,18.4ºC,Alerta
3136,2025-06-13 18:16:00,Cocker Spaniel,16,86,172,4.94,-163.03,18.0ºC,Enfadado
3137,2025-06-13 18:17:00,Cocker Spaniel,3,148,129,-31.6,-131.13,26.7ºC,Tranquilo
3138,2025-06-13 18:18:00,Persa,17,68,149,4.28,-111.32,26.2ºC,Enfadado
3139,2025-06-13 18:19:00,Cocker Spaniel,5,100,55,-69.46,-91.82,22.9ºC,Miedo
3140,2025-06-13 18:20:00,Shiba Inu,8,107,132,-66.6,83.04,25.9ºC,Enfadado
3141,2025-06-13 18:21:00,Cocker Spaniel,12,71,80,34.94,-147.98,29.4ºC,Tranquilo
3142,2025-06-13 18:22:00,Abyssinian,12,69,115,75.14,-53.79,21.0ºC,Confusión
3143,2025-06-13 18:23:00,British Shorthair,1,65,67,40.62,148.1,21.0ºC,Ansiedad
3144,2025-06-13 18:24:00,Australian Shepherd,1,173,77,-76.57,20.4,20.2ºC,Alerta
3145,2025-06-13 18:25:00,Pit Bull,15,93,117,-17.48,-84.42,26.7ºC,Tristeza
3146,2025-06-13 18:26:00,Whippet,17,111,163,-89.54,164.54,22.2ºC,Confusión
3147,2025-06-13 18:27:00,Manx,2,100,107,2.02,-92.05,29.9ºC,Alerta
3148,2025-06-13 18:28:00,Husky,17,142,178,-55.22,145.84,26.6ºC,Ansiedad
3149,2025-06-13 18:29:00,Boxer,9,65,88,66.27,81.28,22.4ºC,Enfadado
3150,2025-06-13 18:30:00,Manx,12,61,155,-71.22,86.59,19.8ºC,Tristeza
3151,2025-06-13 18:31:00,Birmano,4,74,50,-89.74,95.38,25.1ºC,Tristeza
3152,2025-06-13 18:32:00,Doberman,13,76,124,-8.79,2.36,21.5ºC,Miedo
3153,2025-06-13 18:33:00,Bengala,4,75,137,-62.02,113.25,28.9ºC,Enfadado
3154,2025-06-13 18:34:00,Maltés,7,87,191,42.84,121.03,23.3ºC,Ansiedad
3155,2025-06-13 18:35:00,Siamés,14,144,199,75.59,-50.22,21.5ºC,Alerta
3156,2025-06-13 18:36:00,Oriental,9,131,109,-82.45,-35.88,25.1ºC,Enfadado
3157,2025-06-13 18:37:00,Manx,1,69,179,-18.8,139.95,19.6ºC,Relajación
3158,2025-06-13 18:38:00,Akita,1,69,159,89.43,8.9,24.7ºC,Miedo
3159,2025-06-13 18:39:00,Shih Tzu,4,173,68,41.88,132.1,18.7ºC,Alerta
3160,2025-06-13 18:40:00,Shih Tzu,1,69,111,81.57,45.64,25.3ºC,Enfadado
3161,2025-06-13 18:41:00,Bull Terrier,10,132,120,-60.47,33.68,24.4ºC,Enfadado
3162,2025-06-13 18:42:00,Dachshund,2,87,160,-50.15,-168.85,24.2ºC,Confusión
3163,2025-06-13 18:43:00,Persa,15,83,182,-62.13,-79.96,26.2ºC,Confusión
3164,2025-06-13 18:44:00,Husky,3,78,121,-35.57,0.74,18.5ºC,Alerta
3165,2025-06-13 18:45:00,Akita,9,156,127,40.39,31.43,23.5ºC,Miedo
3166,2025-06-13 18:46:00,Persa,17,127,149,-60.31,46.96,23.3ºC,Tranquilo
3167,2025-06-13 18:47:00,Persa,13,115,120,4.36,77.84,23.5ºC,Confusión
3168,2025-06-13 18:48:00,Maltés,3,126,56,-41.54,56.24,29.8ºC,Relajación
3169,2025-06-13 18:49:00,Scottish Fold,4,101,99,59.26,125.49,19.7ºC,Tranquilo
3170,2025-06-13 18:50:00,Cocker Spaniel,4,71,95,-88.81,-73.63,26.3ºC,Relajación
3171,2025-06-13 18:51:00,Cocker Spaniel,11,77,121,-49.84,50.97,22.8ºC,Tristeza
3172,2025-06-13 18:52:00,Galgo,7,82,125,18.94,-161.58,24.1ºC,Confusión
3173,2025-06-13 18:53:00,Golden Retriever,11,143,123,-72.59,-7.13,27.1ºC,Enfadado
3174,2025-06-13 18:54:00,Beagle,11,65,191,-6.06,-83.51,19.9ºC,Tranquilo
3175,2025-06-13 18:55:00,Akita,10,112,122,-11.48,-42.88,27.2ºC,Alerta
3176,2025-06-13 18:56:00,Gran Danés,5,157,151,63.45,-52.32,18.8ºC,Tranquilo
3177,2025-06-13 18:57:00,Gran Danés,13,101,143,22.57,-158.24,23.8ºC,Enfadado
3178,2025-06-13 18:58:00,Manx,12,125,118,25.15,-12.01,26.9ºC,Tristeza
3179,2025-06-13 18:59:00,Persa,10,89,114,81.33,178.07,20.3ºC,Relajación
3180,2025-06-13 19:00:00,Somalí,7,68,111,86.82,-72.38,27.3ºC,Tristeza
3181,2025-06-13 19:01:00,Ragdoll,19,150,69,27.61,85.01,20.0ºC,Ansiedad
3182,2025-06-13 19:02:00,Manx,19,101,93,3.96,17.2,27.6ºC,Confusión
3183,2025-06-13 19:03:00,Abyssinian,19,93,111,19.43,-62.92,23.6ºC,Alerta
3184,2025-06-13 19:04:00,Persa,12,99,156,-21.16,-147.74,26.2ºC,Relajación
3185,2025-06-13 19:05:00,Pit Bull,15,147,174,87.74,-102.29,29.0ºC,Tristeza
3186,2025-06-13 19:06:00,Sphynx,5,172,94,36.9,101.47,22.9ºC,Alerta
3187,2025-06-13 19:07:00,Ragdoll,14,76,60,-37.62,-79.55,20.8ºC,Confusión
3188,2025-06-13 19:08:00,Gran Danés,12,88,137,-79.6,-128.05,28.4ºC,Enfadado
3189,2025-06-13 19:09:00,Collie,11,159,95,-81.95,-60.73,19.9ºC,Alerta
3190,2025-06-13 19:10:00,Shiba Inu,5,109,161,-53.12,30.26,25.6ºC,Confusión
3191,2025-06-13 19:11:00,Pug,16,135,130,-48.08,73.25,29.1ºC,Confusión
3192,2025-06-13 19:12:00,Yorkshire Terrier,18,154,81,-15.29,-40.55,26.1ºC,Confusión
3193,2025-06-13 19:13:00,Bull Terrier,12,108,147,-51.33,-0.67,20.3ºC,Tristeza
3194,2025-06-13 19:14:00,Bulldog,5,132,54,23.56,-16.23,19.8ºC,Enfadado
3195,2025-06-13 19:15:00,Terranova,16,120,78,-51.97,-176.76,21.0ºC,Confusión
3196,2025-06-13 19:16:00,Beagle,12,142,97,-56.18,-37.58,22.7ºC,Alerta
3197,2025-06-13 19:17:00,Manx,2,105,65,-5.18,31.44,19.9ºC,Enfadado
3198,2025-06-13 19:18:00,Doberman,6,105,121,69.96,25.18,27.6ºC,Ansiedad
3199,2025-06-13 19:19:00,Maine Coon,4,76,78,-5.71,89.92,22.3ºC,Alerta
3200,2025-06-13 19:20:00,Maltés,13,125,95,-15.51,61.34,29.2ºC,Tristeza
3201,2025-06-13 19:21:00,Husky,10,163,72,14.06,-80.35,28.1ºC,Confusión
3202,2025-06-13 19:22:00,Setter Irlandés,17,64,143,-43.7,-87.97,28.9ºC,Miedo
3203,2025-06-13 19:23:00,Doberman,14,162,163,-26.38,-12.91,21.5ºC,Enfadado
3204,2025-06-13 19:24:00,Pastor Alemán,15,113,83,-51.51,83.87,24.9ºC,Ansiedad
3205,2025-06-13 19:25:00,Beagle,8,171,166,12.93,-146.22,21.9ºC,Tristeza
3206,2025-06-13 19:26:00,Somalí,18,75,78,35.53,161.4,21.1ºC,Relajación
3207,2025-06-13 19:27:00,Bengala,3,140,58,31.27,15.54,25.3ºC,Relajación
3208,2025-06-13 19:28:00,Labrador,17,177,88,-44.13,-69.69,27.8ºC,Miedo
3209,2025-06-13 19:29:00,Shiba Inu,7,150,184,50.34,69.62,19.1ºC,Miedo
3210,2025-06-13 19:30:00,Bulldog,13,66,159,-43.93,-163.9,21.3ºC,Relajación
3211,2025-06-13 19:31:00,Sphynx,16,175,118,-62.94,-5.62,20.5ºC,Ansiedad
3212,2025-06-13 19:32:00,Pug,5,67,185,-27.03,-5.05,27.6ºC,Enfadado
3213,2025-06-13 19:33:00,Beagle,4,131,145,17.59,-121.69,29.2ºC,Alerta
3214,2025-06-13 19:34:00,Bengala,10,146,168,-64.44,121.46,19.0ºC,Ansiedad
3215,2025-06-13 19:35:00,Sphynx,13,155,167,26.66,106.85,22.6ºC,Miedo
3216,2025-06-13 19:36:00,Sphynx,10,166,67,65.35,-125.02,29.0ºC,Enfadado
3217,2025-06-13 19:37:00,Sphynx,14,170,151,-37.23,-49.02,22.1ºC,Ansiedad
3218,2025-06-13 19:38:00,Yorkshire Terrier,12,141,159,-8.96,-143.85,26.6ºC,Enfadado
3219,2025-06-13 19:39:00,Weimaraner,1,97,131,-48.9,125.5,19.2ºC,Ansiedad
3220,2025-06-13 19:40:00,Dachshund,7,113,154,-24.97,-63.6,23.3ºC,Relajación
3221,2025-06-13 19:41:00,Golden Retriever,9,135,65,-86.05,-21.85,24.0ºC,Tranquilo
3222,2025-06-13 19:42:00,Cavalier King Charles,8,74,70,81.68,-63.41,27.1ºC,Enfadado
3223,2025-06-13 19:43:00,Dálmata,13,151,187,-15.14,-68.39,21.5ºC,Enfadado
3224,2025-06-13 19:44:00,Sphynx,14,178,155,52.0,89.03,21.2ºC,Enfadado
3225,2025-06-13 19:45:00,Boxer,12,161,181,-64.32,89.12,21.6ºC,Alerta
3226,2025-06-13 19:46:00,Yorkshire Terrier,8,109,93,56.22,6.4,24.7ºC,Tranquilo
3227,2025-06-13 19:47:00,Australian Shepherd,18,115,172,64.83,56.74,28.5ºC,Tranquilo
3228,2025-06-13 19:48:00,Somalí,16,154,185,38.79,4.2,28.0ºC,Ansiedad
3229,2025-06-13 19:49:00,Shiba Inu,11,175,160,72.58,-169.71,18.7ºC,Alerta
3230,2025-06-13 19:50:00,Whippet,16,68,166,-59.9,-156.24,28.5ºC,Tranquilo
3231,2025-06-13 19:51:00,Akita,14,67,175,-4.23,-41.85,19.1ºC,Confusión
3232,2025-06-13 19:52:00,Whippet,3,169,68,21.62,89.91,23.0ºC,Ansiedad
3233,2025-06-13 19:53:00,Weimaraner,2,78,113,17.31,148.76,27.2ºC,Ansiedad
3234,2025-06-13 19:54:00,Gran Danés,3,110,89,64.99,-169.31,19.0ºC,Ansiedad
3235,2025-06-13 19:55:00,Persa,4,131,100,-51.18,-47.51,18.5ºC,Confusión
3236,2025-06-13 19:56:00,Yorkshire Terrier,5,157,186,-58.38,-99.44,22.0ºC,Miedo
3237,2025-06-13 19:57:00,British Shorthair,10,116,105,-44.39,113.47,26.8ºC,Confusión
3238,2025-06-13 19:58:00,Australian Shepherd,2,127,130,70.48,124.55,24.3ºC,Relajación
3239,2025-06-13 19:59:00,Cornish Rex,12,90,192,79.38,-105.69,23.0ºC,Miedo
3240,2025-06-13 20:00:00,Birmano,5,161,119,12.53,75.9,27.8ºC,Tristeza
3241,2025-06-13 20:01:00,Dálmata,5,62,177,0.25,83.43,27.2ºC,Alerta
3242,2025-06-13 20:02:00,Poodle,1,158,175,18.97,-116.26,27.4ºC,Tristeza
3243,2025-06-13 20:03:00,Labrador,4,142,110,20.94,-23.87,23.5ºC,Ansiedad
3244,2025-06-13 20:04:00,Bulldog,12,102,129,-59.35,43.32,18.2ºC,Tranquilo
3245,2025-06-13 20:05:00,Dálmata,12,88,170,33.55,-170.62,20.1ºC,Ansiedad
3246,2025-06-13 20:06:00,Akita,16,69,150,-8.58,-34.35,26.9ºC,Tranquilo
3247,2025-06-13 20:07:00,Terranova,17,71,126,3.13,-124.22,27.0ºC,Relajación
3248,2025-06-13 20:08:00,Shiba Inu,10,105,194,-84.54,15.08,29.7ºC,Enfadado
3249,2025-06-13 20:09:00,Terranova,17,89,175,47.62,123.45,20.3ºC,Tristeza
3250,2025-06-13 20:10:00,Golden Retriever,17,153,71,60.38,8.91,19.5ºC,Enfadado
