IDAudio,IDMascota,Timestamp,Frecuencia_Max (Hz),Espectrograma (path),Emoción
V9710,2810,2025-06-14 22:53:00,586,/spectrograms/V9710.png,Dolor
V9711,3893,2025-06-14 22:53:30,368,/spectrograms/V9711.png,Jugar
V9712,3111,2025-06-14 22:54:00,452,/spectrograms/V9712.png,Hambre
V9713,3381,2025-06-14 22:54:30,402,/spectrograms/V9713.png,Hambre
V9714,2681,2025-06-14 22:55:00,377,/spectrograms/V9714.png,Dolor
V9715,2134,2025-06-14 22:55:30,566,/spectrograms/V9715.png,Alegría
V9716,99,2025-06-14 22:56:00,512,/spectrograms/V9716.png,Hambre
V9717,2422,2025-06-14 22:56:30,539,/spectrograms/V9717.png,Jugar
V9718,2806,2025-06-14 22:57:00,523,/spectrograms/V9718.png,Necesita afecto
V9719,1519,2025-06-14 22:57:30,345,/spectrograms/V9719.png,Jugar
V9720,3932,2025-06-14 22:58:00,312,/spectrograms/V9720.png,Alegría
V9721,1930,2025-06-14 22:58:30,381,/spectrograms/V9721.png,Jugar
V9722,1232,2025-06-14 22:59:00,525,/spectrograms/V9722.png,Sed
V9723,625,2025-06-14 22:59:30,551,/spectrograms/V9723.png,Alegría
V9724,3031,2025-06-14 23:00:00,526,/spectrograms/V9724.png,Jugar
V9725,83,2025-06-14 23:00:30,563,/spectrograms/V9725.png,Dolor
V9726,1601,2025-06-14 23:01:00,542,/spectrograms/V9726.png,Jugar
V9727,1,2025-06-14 23:01:30,521,/spectrograms/V9727.png,Sed
V9728,2485,2025-06-14 23:02:00,383,/spectrograms/V9728.png,Hambre
V9729,686,2025-06-14 23:02:30,572,/spectrograms/V9729.png,Necesita afecto
V9730,250,2025-06-14 23:03:00,435,/spectrograms/V9730.png,Dolor
V9731,410,2025-06-14 23:03:30,397,/spectrograms/V9731.png,Jugar
V9732,2786,2025-06-14 23:04:00,569,/spectrograms/V9732.png,Alegría
V9733,1410,2025-06-14 23:04:30,338,/spectrograms/V9733.png,Dolor
V9734,3868,2025-06-14 23:05:00,429,/spectrograms/V9734.png,Hambre
V9735,1108,2025-06-14 23:05:30,352,/spectrograms/V9735.png,Necesita afecto
V9736,490,2025-06-14 23:06:00,380,/spectrograms/V9736.png,Sed
V9737,2287,2025-06-14 23:06:30,372,/spectrograms/V9737.png,Necesita afecto
V9738,2971,2025-06-14 23:07:00,504,/spectrograms/V9738.png,Jugar
V9739,2588,2025-06-14 23:07:30,532,/spectrograms/V9739.png,Sed
V9740,2428,2025-06-14 23:08:00,430,/spectrograms/V9740.png,Hambre
V9741,799,2025-06-14 23:08:30,592,/spectrograms/V9741.png,Hambre
V9742,943,2025-06-14 23:09:00,600,/spectrograms/V9742.png,Necesita afecto
V9743,3463,2025-06-14 23:09:30,345,/spectrograms/V9743.png,Necesita afecto
V9744,3400,2025-06-14 23:10:00,460,/spectrograms/V9744.png,Hambre
V9745,1504,2025-06-14 23:10:30,352,/spectrograms/V9745.png,Necesita afecto
V9746,1995,2025-06-14 23:11:00,316,/spectrograms/V9746.png,Alegría
V9747,1328,2025-06-14 23:11:30,451,/spectrograms/V9747.png,Necesita afecto
V9748,3354,2025-06-14 23:12:00,440,/spectrograms/V9748.png,Alegría
V9749,695,2025-06-14 23:12:30,533,/spectrograms/V9749.png,Sed
V9750,3417,2025-06-14 23:13:00,538,/spectrograms/V9750.png,Necesita afecto
V9751,135,2025-06-14 23:13:30,525,/spectrograms/V9751.png,Dolor
V9752,1492,2025-06-14 23:14:00,525,/spectrograms/V9752.png,Dolor
V9753,2409,2025-06-14 23:14:30,528,/spectrograms/V9753.png,Sed
V9754,2617,2025-06-14 23:15:00,579,/spectrograms/V9754.png,Sed
V9755,3187,2025-06-14 23:15:30,405,/spectrograms/V9755.png,Dolor
V9756,186,2025-06-14 23:16:00,420,/spectrograms/V9756.png,Sed
V9757,478,2025-06-14 23:16:30,364,/spectrograms/V9757.png,Alegría
V9758,2936,2025-06-14 23:17:00,419,/spectrograms/V9758.png,Alegría
V9759,1,2025-06-14 23:17:30,448,/spectrograms/V9759.png,Jugar
V9760,2898,2025-06-14 23:18:00,395,/spectrograms/V9760.png,Jugar
V9761,3016,2025-06-14 23:18:30,311,/spectrograms/V9761.png,Necesita afecto
V9762,2589,2025-06-14 23:19:00,526,/spectrograms/V9762.png,Alegría
V9763,3816,2025-06-14 23:19:30,314,/spectrograms/V9763.png,Dolor
V9764,1686,2025-06-14 23:20:00,542,/spectrograms/V9764.png,Dolor
V9765,992,2025-06-14 23:20:30,556,/spectrograms/V9765.png,Dolor
V9766,3496,2025-06-14 23:21:00,329,/spectrograms/V9766.png,Necesita afecto
V9767,2750,2025-06-14 23:21:30,556,/spectrograms/V9767.png,Alegría
V9768,270,2025-06-14 23:22:00,436,/spectrograms/V9768.png,Sed
V9769,3832,2025-06-14 23:22:30,377,/spectrograms/V9769.png,Necesita afecto
V9770,2946,2025-06-14 23:23:00,441,/spectrograms/V9770.png,Sed
V9771,2467,2025-06-14 23:23:30,316,/spectrograms/V9771.png,Hambre
V9772,3399,2025-06-14 23:24:00,403,/spectrograms/V9772.png,Hambre
V9773,195,2025-06-14 23:24:30,561,/spectrograms/V9773.png,Jugar
V9774,3965,2025-06-14 23:25:00,393,/spectrograms/V9774.png,Sed
V9775,2303,2025-06-14 23:25:30,584,/spectrograms/V9775.png,Alegría
V9776,79,2025-06-14 23:26:00,471,/spectrograms/V9776.png,Sed
V9777,3947,2025-06-14 23:26:30,582,/spectrograms/V9777.png,Sed
V9778,1122,2025-06-14 23:27:00,406,/spectrograms/V9778.png,Dolor
V9779,3222,2025-06-14 23:27:30,414,/spectrograms/V9779.png,Alegría
V9780,786,2025-06-14 23:28:00,386,/spectrograms/V9780.png,Sed
V9781,2862,2025-06-14 23:28:30,586,/spectrograms/V9781.png,Sed
V9782,3922,2025-06-14 23:29:00,560,/spectrograms/V9782.png,Sed
V9783,447,2025-06-14 23:29:30,523,/spectrograms/V9783.png,Jugar
V9784,123,2025-06-14 23:30:00,460,/spectrograms/V9784.png,Dolor
V9785,1634,2025-06-14 23:30:30,599,/spectrograms/V9785.png,Necesita afecto
V9786,2724,2025-06-14 23:31:00,345,/spectrograms/V9786.png,Dolor
V9787,1582,2025-06-14 23:31:30,453,/spectrograms/V9787.png,Sed
V9788,359,2025-06-14 23:32:00,539,/spectrograms/V9788.png,Sed
V9789,2287,2025-06-14 23:32:30,359,/spectrograms/V9789.png,Hambre
V9790,1766,2025-06-14 23:33:00,350,/spectrograms/V9790.png,Necesita afecto
V9791,805,2025-06-14 23:33:30,421,/spectrograms/V9791.png,Sed
V9792,1780,2025-06-14 23:34:00,532,/spectrograms/V9792.png,Dolor
V9793,1554,2025-06-14 23:34:30,556,/spectrograms/V9793.png,Necesita afecto
V9794,2731,2025-06-14 23:35:00,384,/spectrograms/V9794.png,Hambre
V9795,1896,2025-06-14 23:35:30,400,/spectrograms/V9795.png,Hambre
V9796,669,2025-06-14 23:36:00,448,/spectrograms/V9796.png,Alegría
V9797,2252,2025-06-14 23:36:30,369,/spectrograms/V9797.png,Sed
V9798,3730,2025-06-14 23:37:00,500,/spectrograms/V9798.png,Hambre
V9799,143,2025-06-14 23:37:30,560,/spectrograms/V9799.png,Hambre
V9800,2235,2025-06-14 23:38:00,495,/spectrograms/V9800.png,Hambre
V9801,3560,2025-06-14 23:38:30,528,/spectrograms/V9801.png,Sed
V9802,2170,2025-06-14 23:39:00,327,/spectrograms/V9802.png,Jugar
V9803,3422,2025-06-14 23:39:30,542,/spectrograms/V9803.png,Hambre
V9804,1124,2025-06-14 23:40:00,413,/spectrograms/V9804.png,Alegría
V9805,284,2025-06-14 23:40:30,459,/spectrograms/V9805.png,Necesita afecto
V9806,2997,2025-06-14 23:41:00,483,/spectrograms/V9806.png,Jugar
V9807,2575,2025-06-14 23:41:30,443,/spectrograms/V9807.png,Necesita afecto
V9808,384,2025-06-14 23:42:00,510,/spectrograms/V9808.png,Necesita afecto
V9809,1579,2025-06-14 23:42:30,385,/spectrograms/V9809.png,Alegría
V9810,3873,2025-06-14 23:43:00,436,/spectrograms/V9810.png,Jugar
V9811,2946,2025-06-14 23:43:30,461,/spectrograms/V9811.png,Sed
V9812,187,2025-06-14 23:44:00,306,/spectrograms/V9812.png,Dolor
V9813,3080,2025-06-14 23:44:30,537,/spectrograms/V9813.png,Hambre
V9814,624,2025-06-14 23:45:00,560,/spectrograms/V9814.png,Necesita afecto
V9815,545,2025-06-14 23:45:30,569,/spectrograms/V9815.png,Necesita afecto
V9816,3491,2025-06-14 23:46:00,402,/spectrograms/V9816.png,Alegría
V9817,914,2025-06-14 23:46:30,303,/spectrograms/V9817.png,Sed
V9818,2138,2025-06-14 23:47:00,538,/spectrograms/V9818.png,Alegría
V9819,2544,2025-06-14 23:47:30,445,/spectrograms/V9819.png,Alegría
V9820,3733,2025-06-14 23:48:00,392,/spectrograms/V9820.png,Jugar
V9821,960,2025-06-14 23:48:30,514,/spectrograms/V9821.png,Sed
V9822,3996,2025-06-14 23:49:00,383,/spectrograms/V9822.png,Hambre
V9823,1748,2025-06-14 23:49:30,478,/spectrograms/V9823.png,Jugar
V9824,2164,2025-06-14 23:50:00,393,/spectrograms/V9824.png,Alegría
V9825,2733,2025-06-14 23:50:30,430,/spectrograms/V9825.png,Alegría
V9826,1044,2025-06-14 23:51:00,350,/spectrograms/V9826.png,Sed
V9827,3963,2025-06-14 23:51:30,523,/spectrograms/V9827.png,Sed
V9828,2180,2025-06-14 23:52:00,333,/spectrograms/V9828.png,Necesita afecto
V9829,1316,2025-06-14 23:52:30,402,/spectrograms/V9829.png,Jugar
V9830,2038,2025-06-14 23:53:00,412,/spectrograms/V9830.png,Jugar
V9831,1378,2025-06-14 23:53:30,304,/spectrograms/V9831.png,Sed
V9832,3309,2025-06-14 23:54:00,471,/spectrograms/V9832.png,Hambre
V9833,1613,2025-06-14 23:54:30,523,/spectrograms/V9833.png,Jugar
V9834,223,2025-06-14 23:55:00,388,/spectrograms/V9834.png,Sed
V9835,436,2025-06-14 23:55:30,532,/spectrograms/V9835.png,Hambre
V9836,1662,2025-06-14 23:56:00,552,/spectrograms/V9836.png,Dolor
V9837,3111,2025-06-14 23:56:30,409,/spectrograms/V9837.png,Sed
V9838,327,2025-06-14 23:57:00,406,/spectrograms/V9838.png,Hambre
V9839,1233,2025-06-14 23:57:30,403,/spectrograms/V9839.png,Alegría
V9840,2154,2025-06-14 23:58:00,410,/spectrograms/V9840.png,Dolor
V9841,2700,2025-06-14 23:58:30,416,/spectrograms/V9841.png,Necesita afecto
V9842,3321,2025-06-14 23:59:00,535,/spectrograms/V9842.png,Necesita afecto
V9843,567,2025-06-14 23:59:30,539,/spectrograms/V9843.png,Necesita afecto
V9844,2043,2025-06-15 00:00:00,429,/spectrograms/V9844.png,Alegría
V9845,630,2025-06-15 00:00:30,347,/spectrograms/V9845.png,Sed
V9846,3934,2025-06-15 00:01:00,355,/spectrograms/V9846.png,Necesita afecto
V9847,2736,2025-06-15 00:01:30,404,/spectrograms/V9847.png,Hambre
V9848,1378,2025-06-15 00:02:00,360,/spectrograms/V9848.png,Sed
V9849,2518,2025-06-15 00:02:30,381,/spectrograms/V9849.png,Alegría
V9850,725,2025-06-15 00:03:00,360,/spectrograms/V9850.png,Jugar
V9851,265,2025-06-15 00:03:30,360,/spectrograms/V9851.png,Alegría
V9852,3724,2025-06-15 00:04:00,377,/spectrograms/V9852.png,Alegría
V9853,1488,2025-06-15 00:04:30,338,/spectrograms/V9853.png,Jugar
V9854,2885,2025-06-15 00:05:00,424,/spectrograms/V9854.png,Hambre
V9855,2899,2025-06-15 00:05:30,509,/spectrograms/V9855.png,Dolor
V9856,1465,2025-06-15 00:06:00,395,/spectrograms/V9856.png,Jugar
V9857,1308,2025-06-15 00:06:30,554,/spectrograms/V9857.png,Alegría
V9858,2833,2025-06-15 00:07:00,345,/spectrograms/V9858.png,Necesita afecto
V9859,2582,2025-06-15 00:07:30,327,/spectrograms/V9859.png,Jugar
V9860,1955,2025-06-15 00:08:00,487,/spectrograms/V9860.png,Jugar
V9861,2417,2025-06-15 00:08:30,362,/spectrograms/V9861.png,Dolor
V9862,699,2025-06-15 00:09:00,470,/spectrograms/V9862.png,Alegría
V9863,1743,2025-06-15 00:09:30,345,/spectrograms/V9863.png,Necesita afecto
V9864,3731,2025-06-15 00:10:00,549,/spectrograms/V9864.png,Necesita afecto
V9865,1519,2025-06-15 00:10:30,554,/spectrograms/V9865.png,Dolor
V9866,2994,2025-06-15 00:11:00,441,/spectrograms/V9866.png,Sed
V9867,154,2025-06-15 00:11:30,375,/spectrograms/V9867.png,Necesita afecto
V9868,2668,2025-06-15 00:12:00,459,/spectrograms/V9868.png,Hambre
V9869,2364,2025-06-15 00:12:30,384,/spectrograms/V9869.png,Jugar
V9870,1324,2025-06-15 00:13:00,566,/spectrograms/V9870.png,Jugar
V9871,3512,2025-06-15 00:13:30,454,/spectrograms/V9871.png,Necesita afecto
V9872,811,2025-06-15 00:14:00,504,/spectrograms/V9872.png,Necesita afecto
V9873,151,2025-06-15 00:14:30,501,/spectrograms/V9873.png,Necesita afecto
V9874,3478,2025-06-15 00:15:00,524,/spectrograms/V9874.png,Jugar
V9875,2223,2025-06-15 00:15:30,513,/spectrograms/V9875.png,Necesita afecto
V9876,1079,2025-06-15 00:16:00,481,/spectrograms/V9876.png,Hambre
V9877,779,2025-06-15 00:16:30,527,/spectrograms/V9877.png,Hambre
V9878,1335,2025-06-15 00:17:00,365,/spectrograms/V9878.png,Jugar
V9879,154,2025-06-15 00:17:30,450,/spectrograms/V9879.png,Sed
V9880,3969,2025-06-15 00:18:00,420,/spectrograms/V9880.png,Alegría
V9881,3572,2025-06-15 00:18:30,509,/spectrograms/V9881.png,Alegría
V9882,2020,2025-06-15 00:19:00,338,/spectrograms/V9882.png,Alegría
V9883,501,2025-06-15 00:19:30,586,/spectrograms/V9883.png,Hambre
V9884,3262,2025-06-15 00:20:00,345,/spectrograms/V9884.png,Dolor
V9885,2554,2025-06-15 00:20:30,359,/spectrograms/V9885.png,Alegría
V9886,149,2025-06-15 00:21:00,590,/spectrograms/V9886.png,Dolor
V9887,8,2025-06-15 00:21:30,328,/spectrograms/V9887.png,Jugar
V9888,1684,2025-06-15 00:22:00,430,/spectrograms/V9888.png,Hambre
V9889,1709,2025-06-15 00:22:30,342,/spectrograms/V9889.png,Sed
V9890,593,2025-06-15 00:23:00,389,/spectrograms/V9890.png,Alegría
V9891,2639,2025-06-15 00:23:30,594,/spectrograms/V9891.png,Hambre
V9892,469,2025-06-15 00:24:00,352,/spectrograms/V9892.png,Jugar
V9893,2369,2025-06-15 00:24:30,307,/spectrograms/V9893.png,Hambre
V9894,2620,2025-06-15 00:25:00,469,/spectrograms/V9894.png,Necesita afecto
V9895,451,2025-06-15 00:25:30,430,/spectrograms/V9895.png,Alegría
V9896,3679,2025-06-15 00:26:00,330,/spectrograms/V9896.png,Hambre
V9897,1848,2025-06-15 00:26:30,464,/spectrograms/V9897.png,Sed
V9898,128,2025-06-15 00:27:00,418,/spectrograms/V9898.png,Hambre
V9899,3706,2025-06-15 00:27:30,354,/spectrograms/V9899.png,Hambre
V9900,3359,2025-06-15 00:28:00,304,/spectrograms/V9900.png,Jugar
V9901,853,2025-06-15 00:28:30,442,/spectrograms/V9901.png,Alegría
V9902,87,2025-06-15 00:29:00,564,/spectrograms/V9902.png,Sed
V9903,3966,2025-06-15 00:29:30,598,/spectrograms/V9903.png,Alegría
V9904,1105,2025-06-15 00:30:00,394,/spectrograms/V9904.png,Necesita afecto
V9905,534,2025-06-15 00:30:30,459,/spectrograms/V9905.png,Necesita afecto
V9906,3324,2025-06-15 00:31:00,338,/spectrograms/V9906.png,Hambre
V9907,2238,2025-06-15 00:31:30,430,/spectrograms/V9907.png,Alegría
V9908,824,2025-06-15 00:32:00,539,/spectrograms/V9908.png,Alegría
V9909,3670,2025-06-15 00:32:30,576,/spectrograms/V9909.png,Hambre
V9910,1508,2025-06-15 00:33:00,442,/spectrograms/V9910.png,Dolor
V9911,379,2025-06-15 00:33:30,595,/spectrograms/V9911.png,Alegría
V9912,456,2025-06-15 00:34:00,403,/spectrograms/V9912.png,Hambre
V9913,1903,2025-06-15 00:34:30,329,/spectrograms/V9913.png,Hambre
V9914,3080,2025-06-15 00:35:00,436,/spectrograms/V9914.png,Dolor
V9915,318,2025-06-15 00:35:30,449,/spectrograms/V9915.png,Necesita afecto
V9916,2382,2025-06-15 00:36:00,393,/spectrograms/V9916.png,Sed
V9917,230,2025-06-15 00:36:30,567,/spectrograms/V9917.png,Hambre
V9918,2712,2025-06-15 00:37:00,403,/spectrograms/V9918.png,Alegría
V9919,508,2025-06-15 00:37:30,306,/spectrograms/V9919.png,Necesita afecto
V9920,790,2025-06-15 00:38:00,526,/spectrograms/V9920.png,Necesita afecto
V9921,1551,2025-06-15 00:38:30,328,/spectrograms/V9921.png,Necesita afecto
V9922,1499,2025-06-15 00:39:00,483,/spectrograms/V9922.png,Hambre
V9923,924,2025-06-15 00:39:30,304,/spectrograms/V9923.png,Alegría
V9924,3478,2025-06-15 00:40:00,526,/spectrograms/V9924.png,Sed
V9925,3359,2025-06-15 00:40:30,450,/spectrograms/V9925.png,Dolor
V9926,3017,2025-06-15 00:41:00,416,/spectrograms/V9926.png,Jugar
V9927,760,2025-06-15 00:41:30,538,/spectrograms/V9927.png,Jugar
V9928,1791,2025-06-15 00:42:00,406,/spectrograms/V9928.png,Necesita afecto
V9929,446,2025-06-15 00:42:30,564,/spectrograms/V9929.png,Jugar
V9930,1367,2025-06-15 00:43:00,360,/spectrograms/V9930.png,Jugar
V9931,325,2025-06-15 00:43:30,350,/spectrograms/V9931.png,Hambre
V9932,877,2025-06-15 00:44:00,483,/spectrograms/V9932.png,Dolor
V9933,167,2025-06-15 00:44:30,523,/spectrograms/V9933.png,Jugar
V9934,3665,2025-06-15 00:45:00,302,/spectrograms/V9934.png,Sed
V9935,3368,2025-06-15 00:45:30,552,/spectrograms/V9935.png,Sed
V9936,581,2025-06-15 00:46:00,394,/spectrograms/V9936.png,Dolor
V9937,3255,2025-06-15 00:46:30,562,/spectrograms/V9937.png,Jugar
V9938,839,2025-06-15 00:47:00,386,/spectrograms/V9938.png,Sed
V9939,1600,2025-06-15 00:47:30,573,/spectrograms/V9939.png,Necesita afecto
V9940,1800,2025-06-15 00:48:00,346,/spectrograms/V9940.png,Necesita afecto
V9941,1863,2025-06-15 00:48:30,387,/spectrograms/V9941.png,Sed
V9942,1110,2025-06-15 00:49:00,366,/spectrograms/V9942.png,Dolor
V9943,3628,2025-06-15 00:49:30,368,/spectrograms/V9943.png,Dolor
V9944,2854,2025-06-15 00:50:00,600,/spectrograms/V9944.png,Dolor
V9945,3957,2025-06-15 00:50:30,355,/spectrograms/V9945.png,Dolor
V9946,1173,2025-06-15 00:51:00,359,/spectrograms/V9946.png,Alegría
V9947,772,2025-06-15 00:51:30,438,/spectrograms/V9947.png,Necesita afecto
V9948,928,2025-06-15 00:52:00,573,/spectrograms/V9948.png,Jugar
V9949,3895,2025-06-15 00:52:30,454,/spectrograms/V9949.png,Alegría
V9950,2909,2025-06-15 00:53:00,486,/spectrograms/V9950.png,Dolor
V9951,956,2025-06-15 00:53:30,347,/spectrograms/V9951.png,Jugar
V9952,2107,2025-06-15 00:54:00,476,/spectrograms/V9952.png,Necesita afecto
V9953,606,2025-06-15 00:54:30,439,/spectrograms/V9953.png,Dolor
V9954,3907,2025-06-15 00:55:00,406,/spectrograms/V9954.png,Hambre
V9955,5,2025-06-15 00:55:30,405,/spectrograms/V9955.png,Dolor
V9956,2131,2025-06-15 00:56:00,506,/spectrograms/V9956.png,Jugar
V9957,2888,2025-06-15 00:56:30,316,/spectrograms/V9957.png,Necesita afecto
V9958,3455,2025-06-15 00:57:00,421,/spectrograms/V9958.png,Dolor
V9959,2597,2025-06-15 00:57:30,448,/spectrograms/V9959.png,Necesita afecto
V9960,1503,2025-06-15 00:58:00,353,/spectrograms/V9960.png,Alegría
V9961,3099,2025-06-15 00:58:30,487,/spectrograms/V9961.png,Hambre
V9962,2573,2025-06-15 00:59:00,311,/spectrograms/V9962.png,Sed
V9963,1002,2025-06-15 00:59:30,593,/spectrograms/V9963.png,Sed
V9964,3974,2025-06-15 01:00:00,374,/spectrograms/V9964.png,Alegría
V9965,3649,2025-06-15 01:00:30,464,/spectrograms/V9965.png,Sed
V9966,414,2025-06-15 01:01:00,551,/spectrograms/V9966.png,Hambre
V9967,715,2025-06-15 01:01:30,317,/spectrograms/V9967.png,Alegría
V9968,2228,2025-06-15 01:02:00,405,/spectrograms/V9968.png,Necesita afecto
V9969,1833,2025-06-15 01:02:30,418,/spectrograms/V9969.png,Necesita afecto
V9970,2015,2025-06-15 01:03:00,408,/spectrograms/V9970.png,Alegría
V9971,1488,2025-06-15 01:03:30,453,/spectrograms/V9971.png,Jugar
V9972,783,2025-06-15 01:04:00,592,/spectrograms/V9972.png,Alegría
V9973,2949,2025-06-15 01:04:30,599,/spectrograms/V9973.png,Dolor
V9974,527,2025-06-15 01:05:00,471,/spectrograms/V9974.png,Jugar
V9975,1,2025-06-15 01:05:30,464,/spectrograms/V9975.png,Necesita afecto
V9976,271,2025-06-15 01:06:00,353,/spectrograms/V9976.png,Alegría
V9977,2532,2025-06-15 01:06:30,532,/spectrograms/V9977.png,Jugar
V9978,3004,2025-06-15 01:07:00,555,/spectrograms/V9978.png,Dolor
V9979,1072,2025-06-15 01:07:30,328,/spectrograms/V9979.png,Hambre
V9980,694,2025-06-15 01:08:00,368,/spectrograms/V9980.png,Necesita afecto
V9981,2023,2025-06-15 01:08:30,595,/spectrograms/V9981.png,Jugar
V9982,3255,2025-06-15 01:09:00,580,/spectrograms/V9982.png,Sed
V9983,2888,2025-06-15 01:09:30,367,/spectrograms/V9983.png,Jugar
V9984,2421,2025-06-15 01:10:00,367,/spectrograms/V9984.png,Sed
V9985,3798,2025-06-15 01:10:30,515,/spectrograms/V9985.png,Jugar
V9986,2587,2025-06-15 01:11:00,311,/spectrograms/V9986.png,Alegría
V9987,3579,2025-06-15 01:11:30,508,/spectrograms/V9987.png,Necesita afecto
V9988,3810,2025-06-15 01:12:00,516,/spectrograms/V9988.png,Necesita afecto
V9989,2718,2025-06-15 01:12:30,539,/spectrograms/V9989.png,Alegría
V9990,1996,2025-06-15 01:13:00,554,/spectrograms/V9990.png,Alegría
V9991,3578,2025-06-15 01:13:30,527,/spectrograms/V9991.png,Sed
V9992,2620,2025-06-15 01:14:00,439,/spectrograms/V9992.png,Sed
V9993,2114,2025-06-15 01:14:30,576,/spectrograms/V9993.png,Sed
V9994,1710,2025-06-15 01:15:00,335,/spectrograms/V9994.png,Alegría
V9995,2035,2025-06-15 01:15:30,565,/spectrograms/V9995.png,Dolor
V9996,2100,2025-06-15 01:16:00,523,/spectrograms/V9996.png,Jugar
V9997,2022,2025-06-15 01:16:30,338,/spectrograms/V9997.png,Dolor
V9998,470,2025-06-15 01:17:00,483,/spectrograms/V9998.png,Necesita afecto
V9999,2291,2025-06-15 01:17:30,386,/spectrograms/V9999.png,Alegría
V10000,337,2025-06-15 01:18:00,521,/spectrograms/V10000.png,Jugar
V10001,3875,2025-06-15 01:18:30,500,/spectrograms/V10001.png,Sed
V10002,756,2025-06-15 01:19:00,319,/spectrograms/V10002.png,Hambre
V10003,3193,2025-06-15 01:19:30,535,/spectrograms/V10003.png,Jugar
V10004,2602,2025-06-15 01:20:00,457,/spectrograms/V10004.png,Hambre
V10005,1720,2025-06-15 01:20:30,448,/spectrograms/V10005.png,Jugar
V10006,3117,2025-06-15 01:21:00,533,/spectrograms/V10006.png,Alegría
V10007,2100,2025-06-15 01:21:30,445,/spectrograms/V10007.png,Hambre
V10008,3223,2025-06-15 01:22:00,471,/spectrograms/V10008.png,Hambre
V10009,413,2025-06-15 01:22:30,524,/spectrograms/V10009.png,Necesita afecto
V10010,3613,2025-06-15 01:23:00,367,/spectrograms/V10010.png,Jugar
V10011,2617,2025-06-15 01:23:30,307,/spectrograms/V10011.png,Dolor
V10012,3570,2025-06-15 01:24:00,341,/spectrograms/V10012.png,Sed
V10013,3859,2025-06-15 01:24:30,543,/spectrograms/V10013.png,Dolor
V10014,3281,2025-06-15 01:25:00,396,/spectrograms/V10014.png,Necesita afecto
V10015,8,2025-06-15 01:25:30,372,/spectrograms/V10015.png,Necesita afecto
V10016,2994,2025-06-15 01:26:00,325,/spectrograms/V10016.png,Necesita afecto
V10017,3463,2025-06-15 01:26:30,385,/spectrograms/V10017.png,Alegría
V10018,247,2025-06-15 01:27:00,359,/spectrograms/V10018.png,Alegría
V10019,3467,2025-06-15 01:27:30,391,/spectrograms/V10019.png,Alegría
V10020,3779,2025-06-15 01:28:00,424,/spectrograms/V10020.png,Alegría
V10021,2882,2025-06-15 01:28:30,541,/spectrograms/V10021.png,Necesita afecto
V10022,3411,2025-06-15 01:29:00,361,/spectrograms/V10022.png,Necesita afecto
V10023,412,2025-06-15 01:29:30,510,/spectrograms/V10023.png,Alegría
V10024,3000,2025-06-15 01:30:00,523,/spectrograms/V10024.png,Alegría
V10025,1564,2025-06-15 01:30:30,304,/spectrograms/V10025.png,Hambre
V10026,1369,2025-06-15 01:31:00,470,/spectrograms/V10026.png,Jugar
V10027,2891,2025-06-15 01:31:30,389,/spectrograms/V10027.png,Hambre
V10028,3368,2025-06-15 01:32:00,533,/spectrograms/V10028.png,Jugar
V10029,235,2025-06-15 01:32:30,375,/spectrograms/V10029.png,Alegría
V10030,2690,2025-06-15 01:33:00,365,/spectrograms/V10030.png,Alegría
V10031,588,2025-06-15 01:33:30,534,/spectrograms/V10031.png,Sed
V10032,1469,2025-06-15 01:34:00,329,/spectrograms/V10032.png,Alegría
V10033,233,2025-06-15 01:34:30,411,/spectrograms/V10033.png,Hambre
V10034,2790,2025-06-15 01:35:00,391,/spectrograms/V10034.png,Necesita afecto
V10035,3916,2025-06-15 01:35:30,317,/spectrograms/V10035.png,Jugar
V10036,1906,2025-06-15 01:36:00,330,/spectrograms/V10036.png,Sed
V10037,1945,2025-06-15 01:36:30,587,/spectrograms/V10037.png,Hambre
V10038,3045,2025-06-15 01:37:00,317,/spectrograms/V10038.png,Sed
V10039,1887,2025-06-15 01:37:30,422,/spectrograms/V10039.png,Alegría
V10040,310,2025-06-15 01:38:00,319,/spectrograms/V10040.png,Necesita afecto
V10041,3985,2025-06-15 01:38:30,587,/spectrograms/V10041.png,Hambre
V10042,944,2025-06-15 01:39:00,488,/spectrograms/V10042.png,Jugar
V10043,908,2025-06-15 01:39:30,432,/spectrograms/V10043.png,Sed
V10044,2749,2025-06-15 01:40:00,416,/spectrograms/V10044.png,Sed
V10045,2526,2025-06-15 01:40:30,523,/spectrograms/V10045.png,Sed
V10046,3586,2025-06-15 01:41:00,360,/spectrograms/V10046.png,Alegría
V10047,2384,2025-06-15 01:41:30,528,/spectrograms/V10047.png,Jugar
V10048,1601,2025-06-15 01:42:00,419,/spectrograms/V10048.png,Sed
V10049,2100,2025-06-15 01:42:30,300,/spectrograms/V10049.png,Alegría
V10050,546,2025-06-15 01:43:00,396,/spectrograms/V10050.png,Alegría
V10051,2349,2025-06-15 01:43:30,372,/spectrograms/V10051.png,Dolor
V10052,3824,2025-06-15 01:44:00,526,/spectrograms/V10052.png,Jugar
V10053,2689,2025-06-15 01:44:30,412,/spectrograms/V10053.png,Necesita afecto
V10054,3315,2025-06-15 01:45:00,350,/spectrograms/V10054.png,Alegría
V10055,356,2025-06-15 01:45:30,551,/spectrograms/V10055.png,Necesita afecto
V10056,2868,2025-06-15 01:46:00,362,/spectrograms/V10056.png,Hambre
V10057,835,2025-06-15 01:46:30,441,/spectrograms/V10057.png,Alegría
